,osmid,geometry,power,element_type,amenity,name,created_by,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,cuisine,opening_hours,phone,survey:date,website,source:addr,outdoor_seating,addr:unit,air_conditioning,alt_name,bar,contact:facebook,delivery,diet:pescetarian,diet:vegetarian,drive_in,drive_through,email,old_name,short_name,takeaway,addr:housename,addr:suite,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,diet:gluten_free,diet:vegan,shop,brand,brand:wikidata,brand:wikipedia,official_name,wheelchair,building,entrance,fax,smoking,contact:email,contact:instagram,contact:phone,contact:website,pricerange,source,microbrewery,description,name:ja,operator,GPS,capacity,covered,int_name,brewery,reservation,level,wifi,internet_access,internet_access:fee,designation,addr:full,dispensing,oven,toilets:wheelchair,wikidata,wikipedia,contact:fax,fixme,contact:foursquare,contact:twitter,ref,wheelchair:description,construction,opening_hours:url,location,start_date,note,long_name,payment:bitcoin,disused:amenity,firearms,alcohol,buffet,opening_hours:note,office,name:en,opening_hours:rubbish,amenity_1,source:date,phone_1,cuisine_1,payment:cash,payment:cheque,payment:credit_cards,attribution,amenity_2,internet_access:ssid,cuisine_2,access,organic,food,restaurant,source:name,contact:yelp,payment:american_express,payment:discover_card,payment:mastercard,payment:visa,leisure,drink:beer,name:zh,was:contact:facebook,contact:google_plus,owner,facebook,link,payment:coins,payment:notes,payment:visa_debit,name:es,source:stars,stars,craft,theme,toilets,toilets:access,addr:place,height,vegan,vegetarian,opening_hours:signed,delivery:partner,takeaway:partner,atm,ice_cream,door,diet:halal,diet:dairy_free,contact:tripadvisor,diet:meat,payment:debit_cards,nodes,gnis:county_name,gnis:import_uuid,motorcycle_friendly,tourism,url,building:use,building:levels,building:material,FIXME,imagery_source,layer,diaper:female,diaper:male,name:ko,takeout,nonsquare,area,contact:linkedin,loc_name,roof:shape,source:geometry,old_name:1,old_name:2,old_name:3,historic,image,breakfast,breakfast:menu,lunch,lunch:menu,building:part,building:colour,old_name:1950-2013,roof:levels,cabin:rental,fee,motorcycle:theme,shop_1,landuse,noname,internet_access:type,parking,product,roof:colour,not:brand:wikidata,branch,note:reservation,FID,opening_hours:Upstairs_Steamer_Bar,alt_name:1,type,ways
286140617,286140617,"POLYGON ((-80.3036233 36.0693202, -80.303369 36.0692447, -80.3035544 36.0688365, -80.3038088 36.068912, -80.3036233 36.0693202))",,way,restaurant,Golden Corral,,Winston-Salem,US,180,,NC,Hanes Mall Cir,american;buffet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Corral,Q4039560,en:Golden Corral,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2897809130, 2897809131, 2897809132, 2897809133, 2897809130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286140618,286140618,"POLYGON ((-80.3034131 36.0699877, -80.303095 36.0699805, -80.3031051 36.0696874, -80.3032702 36.0696912, -80.30326890000001 36.069728, -80.3033957 36.0697308, -80.3033897 36.0699022, -80.30341610000001 36.0699028, -80.3034131 36.0699877))",,way,restaurant,Texas Roadhouse,,,,,,,,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas Roadhouse,Q7707945,en:Texas Roadhouse,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2897809134, 2897809135, 7185002845, 7185002844, 2897809136, 2897809137, 7185002846, 7185002847, 2897809134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286140624,286140624,"POLYGON ((-80.3060746 36.0688399, -80.30581549999999 36.0686403, -80.30604150000001 36.0684486, -80.3063006 36.0686482, -80.3060746 36.0688399))",,way,restaurant,Red Lobster,,Winston-Salem,US,1690,,NC,Westbrook Plaza Drive,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Lobster,Q846301,en:Red Lobster,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3416765520, 2897809161, 2897809162, 2897809163, 3416765520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286140636,286140636,"POLYGON ((-80.30416959999999 36.073875, -80.303946 36.0738702, -80.3039522 36.0736829, -80.3041758 36.0736877, -80.30416959999999 36.073875))",,way,restaurant,Kanpai Japanese Steak & Seafood House,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2897809627, 2897809628, 2897809629, 2897809630, 2897809627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286612486,286612486,"POLYGON ((-80.2989846 36.0671861, -80.29915370000001 36.0668273, -80.29932820000001 36.0668756, -80.2993152 36.0669092, -80.2993293 36.0669352, -80.29935740000001 36.0669444, -80.2992692 36.0671348, -80.29924939999999 36.0671289, -80.2991858 36.0671563, -80.29920540000001 36.0671914, -80.29918549999999 36.067242, -80.2989846 36.0671861))",,way,restaurant,Carolina Ale House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2902905971, 2902905972, 2902905973, 7185123229, 7185123230, 7185123231, 2902905974, 7185123232, 7185123235, 7185123234, 7185123233, 2902905971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286612496,286612496,"POLYGON ((-80.29589780000001 36.0708535, -80.295613 36.0708592, -80.29560600000001 36.0706326, -80.2958908 36.0706269, -80.29589780000001 36.0708535))",,way,restaurant,Kickback Jack's,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2902906109, 2902906110, 2902906111, 2902906112, 2902906109]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286612509,286612509,"POLYGON ((-80.31501230000001 36.0650025, -80.3147762 36.0649139, -80.3148843 36.0647257, -80.3151204 36.0648143, -80.31501230000001 36.0650025))",,way,restaurant,LongHorn Steakhouse,,,,,,,,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LongHorn Steakhouse,Q3259007,en:LongHorn Steakhouse,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2902906196, 2902906197, 2902906198, 2902906199, 2902906196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287619409,287619409,"POLYGON ((-82.7054552 35.2739257, -82.7055257 35.2737084, -82.7057348 35.2737536, -82.70572799999999 35.2737745, -82.705771 35.2737838, -82.7057672 35.2737957, -82.7058593 35.2738156, -82.7058146 35.2739535, -82.7057293 35.2739351, -82.7057142 35.2739817, -82.7054552 35.2739257))",,way,restaurant,Hawg Wild Bar-B-Que,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2911966330, 2911966331, 2911966332, 2911966333, 2911966334, 2911966335, 2911966336, 2911966337, 2911966338, 2911966339, 2911966330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287619425,287619425,"POLYGON ((-82.7045687 35.2744936, -82.7046481 35.2743036, -82.70450099999999 35.2742626, -82.7044702 35.2743364, -82.7044496 35.2743306, -82.70441959999999 35.2744023, -82.70444550000001 35.2744095, -82.70442679999999 35.2744541, -82.7045687 35.2744936))",,way,restaurant,Pizza Hut,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2911966392, 2911966393, 2911966394, 2911966395, 2911966396, 2911966397, 2911966398, 2911966399, 2911966392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287713980,287713980,"POLYGON ((-82.6062805 35.5277011, -82.60634159999999 35.5274669, -82.60600820000001 35.5274093, -82.60594639999999 35.5276462, -82.60600820000001 35.5276569, -82.6060167 35.5276243, -82.60617670000001 35.5276519, -82.6061689 35.5276818, -82.6062805 35.5277011))",,way,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2912876467, 2912876468, 2912876469, 2912876470, 2912876471, 2912876472, 2912876473, 2912876474, 2912876467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288817197,288817197,"POLYGON ((-82.570736 35.7037171, -82.57073219999999 35.7035148, -82.5706531 35.7035157, -82.5706569 35.703718, -82.570736 35.7037171))",,way,restaurant,Waffle House,,,,,,,,american,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waffle House,Q1701206,en:Waffle House,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2923725413, 2923725414, 2923725415, 2923725416, 2923725413]",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291510311,291510311,"POLYGON ((-75.60197340000001 35.9054883, -75.6019403 35.9054704, -75.6018928 35.9054446, -75.6018634 35.9054801, -75.6017952 35.905452, -75.6017318 35.9054283, -75.6016218 35.9055365, -75.6016642 35.9055602, -75.60163180000001 35.9055968, -75.60166630000001 35.9056144, -75.60155709999999 35.9057336, -75.6016163 35.9057672, -75.60159419999999 35.9057928, -75.6016769 35.9058483, -75.6019428 35.9055696, -75.60197340000001 35.9054883))",,way,restaurant,Sugar Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2949773236, 6471277511, 2949773237, 2949773238, 2949773251, 2949773239, 2949773240, 2949773241, 2949773242, 2949773243, 2949773244, 2949773246, 2949773247, 2949773249, 6471279398, 2949773236]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297208307,297208307,"POLYGON ((-82.5832441 35.6714048, -82.5831898 35.6714734, -82.5830986 35.6714287, -82.58315229999999 35.6713574, -82.5832441 35.6714048))",,way,restaurant,Granny's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3010602669, 3010602670, 3010602671, 3010602672, 3010602669]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297300093,297300093,"POLYGON ((-82.5806606 35.6736423, -82.580564 35.6737077, -82.5804138 35.6735682, -82.580505 35.6734985, -82.5806606 35.6736423))",,way,restaurant,Pizza Hut,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3011690298, 3011690299, 3011690300, 3011690301, 3011690298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297300095,297300095,"POLYGON ((-82.57585 35.6775762, -82.5755657 35.6777625, -82.57561939999999 35.6778159, -82.57564619999999 35.6777963, -82.5756985 35.6778388, -82.5758514 35.677744, -82.5758313 35.6777091, -82.5759225 35.6776579, -82.57585 35.6775762))",,way,restaurant,Stony Knob Cafe,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3011690311, 3011690312, 3011690313, 3011690314, 3011690315, 3011690316, 3011690317, 3011690318, 3011690311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300399388,300399388,"POLYGON ((-81.6537245 35.7217894, -81.6534609 35.7220848, -81.65327910000001 35.7219779, -81.6535427 35.7216824, -81.6537245 35.7217894))",,way,restaurant,Sagebrush,,Morganton,,101,28655,,Steakhouse Road,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3044786348, 3044786349, 3044786350, 3044786351, 3044786348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300406120,300406120,"POLYGON ((-81.65154819999999 35.7202867, -81.65150300000001 35.7203394, -81.6512852 35.7202163, -81.6513303 35.7201636, -81.65154819999999 35.7202867))",,way,restaurant,Waffle House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3044894476, 3044894477, 3044894478, 3044894479, 3044894476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300406157,300406157,"POLYGON ((-81.6556582 35.7214783, -81.6556978 35.721501, -81.65575269999999 35.721438, -81.6558527 35.7214953, -81.6555917 35.7217953, -81.655452 35.7217152, -81.6555912 35.7215552, -81.6556582 35.7214783))",,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3044896474, 3044896475, 3044896476, 3044896471, 3044896472, 3044896473, 3947212597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301848673,301848673,"POLYGON ((-81.6885748 35.7453062, -81.6886341 35.74525, -81.68897629999999 35.7454929, -81.6890303 35.7455312, -81.6889695 35.7455874, -81.6889473 35.7455716, -81.6888921 35.7455322, -81.6885748 35.7453062))",,way,restaurant,Yanni's Family Restaurant,,Morganton,,112,28655,NC,West Union Street,greek,,828-430-8700,,https://yiannisfamilyrestaurant.webs.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3060007060, 3060007063, 3061289529, 3061289524, 3061289527, 3061289526, 3060007061, 3060007060]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301849333,301849333,"POLYGON ((-81.6891523 35.7447616, -81.68919699999999 35.74472, -81.6893898 35.7448561, -81.6893451 35.7448977, -81.6891523 35.7447616))",,way,restaurant,Grind Café,,Morganton,,136,28655,NC,West Union Street,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3060010302, 3060010304, 3061292341, 3061292340, 3060010302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301856753,301856753,"POLYGON ((-81.6888917 35.7447888, -81.688981 35.7447049, -81.688806 35.7445859, -81.6887196 35.7446703, -81.6888917 35.7447888))",,way,restaurant,Root & Vine,,Morganton,,139,28655,NC,West Union Street,american,,828-433-1540,,http://rootandvinerestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3060083775, 3060083778, 3060083779, 3060083776, 3060083775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302794443,302794443,"POLYGON ((-81.6860282 35.735905, -81.6859748 35.7359443, -81.6859544 35.735926, -81.68588149999999 35.7359796, -81.6857545 35.7358657, -81.68588080000001 35.7357728, -81.6860282 35.735905))",,way,restaurant,Habaneros,,Morganton,,412,28655,,West Fleming Drive,mexican,,(828) 438-8691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070783912, 3070783913, 3070783914, 3070783915, 3070783916, 3070783911, 3070783912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303708714,303708714,"POLYGON ((-78.96007950000001 35.9011432, -78.96010339999999 35.9012858, -78.96044569999999 35.9012481, -78.96042180000001 35.9011056, -78.96007950000001 35.9011432))",,way,restaurant,Bonefish Grill,,Durham,,7820,27713,NC,NC Highway 751,seafood,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 10:00-21:30,919-248-2906,,https://www.bonefishgrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonefish Grill,Q4941599,en:Bonefish Grill,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3081141671, 3081141672, 3081141673, 3081141674, 3081141671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303709326,303709326,"POLYGON ((-78.9609825 35.9011693, -78.96096230000001 35.9010222, -78.9606263 35.9010524, -78.9606295 35.9010753, -78.960615 35.9010766, -78.960632 35.9012008, -78.9609825 35.9011693))",,way,restaurant,Town Hall Burger and Beer,,Durham,,7830,27713,NC,NC Highway 751,burger;beer,Mo-Th 11:00-19:00; Fr-Sa 11:00-20:00; Su 11:00-19:00,919-973-0506,,https://www.townhallburgerandbeer.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3081147930, 3081147931, 3081147932, 3081148133, 3081148134, 3081148135, 3081147930]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310107507,310107507,"POLYGON ((-79.82390340000001 35.6872287, -79.8237259 35.6872228, -79.8237314 35.6871108, -79.82383110000001 35.6871141, -79.82382870000001 35.6871621, -79.8239066 35.6871646, -79.82390340000001 35.6872287))",,way,restaurant,Dixie Express,,Asheboro,,711,,NC,West Dixie Drive,,,,,,,yes,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3154677599, 3154677600, 3154677601, 3154677602, 3154677603, 3154677604, 3154677599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310852867,310852867,"POLYGON ((-82.3414856 35.3946893, -82.3412829 35.3946281, -82.3412498 35.394615, -82.3414039 35.3942953, -82.3416491 35.3943676, -82.3414856 35.3946893))",,way,restaurant,Blue Line Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3163478457, 3163525806, 3163478458, 3163478459, 3163478460, 3163478457]",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311991964,311991964,"POLYGON ((-78.6116385 35.308297, -78.61143250000001 35.3081729, -78.6113843 35.3082262, -78.6115903 35.3083503, -78.6116385 35.308297))",,way,restaurant,Norris Frozen Custard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3177865771, 3177865772, 3177865773, 3177865774, 3177865771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312995602,312995602,"POLYGON ((-80.5628741 35.8956114, -80.5629126 35.8956121, -80.5629079 35.8957941, -80.5629038 35.895794, -80.562879 35.8957935, -80.5628786 35.8958124, -80.56280150000001 35.8958111, -80.5628069 35.8955976, -80.562873 35.8955987, -80.5628741 35.8956114))",,way,restaurant,Lil' Queen Cafe Home Cooking,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189118107, 3189118109, 3189118152, 3189118151, 3189118150, 3189118161, 3189118159, 3189118099, 3189118100, 3189118107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313032659,313032659,"POLYGON ((-80.5623551 35.8964109, -80.5622041 35.8964975, -80.56211260000001 35.8963929, -80.56226359999999 35.8963062, -80.5623551 35.8964109))",,way,restaurant,Deano's Barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189541568, 3189541569, 3189541570, 3189541571, 3189541568]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313035009,313035009,"POLYGON ((-80.5816331 35.9126766, -80.5817232 35.9128066, -80.58166199999999 35.9128344, -80.58167779999999 35.9128572, -80.5815006 35.9129379, -80.5814827 35.9129122, -80.5813922 35.9129534, -80.58130370000001 35.9128258, -80.58136519999999 35.9127979, -80.581356 35.9127846, -80.5815394 35.9127012, -80.5815489 35.912715, -80.5816331 35.9126766))",,way,restaurant,Blackbeard's Seafood Shack,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189576089, 3189576094, 3189576096, 3189576097, 3189576100, 3189576099, 3189576101, 3189576095, 3189576093, 3189576092, 3189576090, 3189576091, 3189576089]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313035096,313035096,"POLYGON ((-80.5746034 35.9019988, -80.5744534 35.9019883, -80.57447070000001 35.9018243, -80.5746183 35.9018346, -80.5746034 35.9019988))",,way,restaurant,Miller's Old Country Pizza Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189574105, 3189574101, 3189574087, 3189574088, 3189574105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313035307,313035307,"POLYGON ((-80.588275 35.9224048, -80.5881303 35.9222941, -80.5883394 35.9221134, -80.5883298 35.9221061, -80.588444 35.9220075, -80.58845599999999 35.9220166, -80.5884691 35.9220053, -80.5886122 35.9221142, -80.588275 35.9224048))",,way,restaurant,Sagebrush Steakhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189579184, 3189579181, 3189579179, 3189579178, 3189579174, 3189579177, 3189579173, 3189579180, 3189579184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
