,index,FID,Exit_ID,Longitude,Latitude,County,State,Highway,Type,AADT,Pop_dens,Comm_1mi,Ports_5mi,Ports_10mi,Ports_20mi,Close_nonT,SHAPE,Flood_Zone
547,547,7606,I-40_Guilford_NC_Exit_7,-79.81970185,36.0354373,Guilford,NC,Interstate 40,Exit/Intersection,115000,3320.853023,11,5,5,6,2.82755436,"{'x': -79.81970184966059, 'y': 36.035437299691694, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
548,548,7607,I-40_Guilford_NC_Exit_8,-79.80091633,36.03312549,Guilford,NC,Interstate 40,Exit/Intersection,100000,3747.975911,25,3,5,6,2.555145281,"{'x': -79.8009163296249, 'y': 36.03312548984951, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
549,549,7608,I-40_Guilford_NC_Exit_9,-79.79143109,36.0359254,Guilford,NC,Interstate 40,Exit/Intersection,140000,2097.568988,27,2,5,6,2.304897757,"{'x': -79.7914310900727, 'y': 36.03592540043695, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
550,550,7609,I-40_Guilford_NC_Exit_10,-79.76916519,36.04612817,Guilford,NC,Interstate 40,Exit/Intersection,70000,1156.234298,8,2,5,6,2.025350584,"{'x': -79.76916519012138, 'y': 36.046128170378836, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
551,551,7610,I-40_Guilford_NC_Exit_11,-79.73492601,36.05191027,Guilford,NC,Interstate 40,Exit/Intersection,70000,670.997163,3,2,5,6,3.378065013,"{'x': -79.7349260096276, 'y': 36.05191026974319, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
552,552,7611,I-40_Guilford_NC_Exit_12,-79.69288088,36.05884815,Guilford,NC,Interstate 40,Exit/Intersection,77000,182.918887,1,0,2,6,5.557643166,"{'x': -79.69288088014844, 'y': 36.058848149922255, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
553,553,7612,I-40/I-85_Guilford_NC_Exit_1,-79.66097277,36.05909835,Guilford,NC,Interstate 40,Exit/Intersection,128000,182.918887,5,0,3,6,7.33061765,"{'x': -79.66097277027711, 'y': 36.05909835030866, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
554,554,7613,I-40/I-85_Guilford_NC_Exit_2,-79.60829401,36.06001643,Guilford,NC,Interstate 40,Exit/Intersection,126000,182.918887,7,0,1,6,5.860586154,"{'x': -79.60829401016042, 'y': 36.06001643041401, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
555,555,7614,I-40/I-85_Guilford_NC_Exit_3,-79.56589267,36.06217782,Guilford,NC,Interstate 40,Exit/Intersection,124000,329.1810038,4,1,1,6,3.483058756,"{'x': -79.56589267001067, 'y': 36.062177819650685, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
556,556,7615,I-40/I-85_Alamance_NC_Exit_1,-79.51578952,36.06536721,Alamance,NC,Interstate 40,Exit/Intersection,124000,662.4367436,27,1,1,3,0.688344284,"{'x': -79.51578951967053, 'y': 36.06536721042846, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
557,557,7616,I-40/I-85_Alamance_NC_Exit_2,-79.49807606,36.06740912,Alamance,NC,Interstate 40,Exit/Intersection,133000,662.4367436,45,1,1,3,0.411761602,"{'x': -79.49807605986223, 'y': 36.06740912023474, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
558,558,7617,I-40/I-85_Alamance_NC_Exit_3,-79.46890397,36.06534411,Alamance,NC,Interstate 40,Exit/Intersection,134000,1629.550099,9,1,1,3,1.951594558,"{'x': -79.46890397004216, 'y': 36.06534411044237, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
559,559,7618,I-40/I-85_Alamance_NC_Exit_4,-79.43103813,36.06375338,Alamance,NC,Interstate 40,Exit/Intersection,132000,1256.868097,10,1,1,3,4.067480694,"{'x': -79.43103813040534, 'y': 36.06375337971474, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
560,560,7619,I-40/I-85_Alamance_NC_Exit_5,-79.40022329,36.05997764,Alamance,NC,Interstate 40,Exit/Intersection,132000,1256.868097,31,0,1,3,5.797871573,"{'x': -79.40022329037254, 'y': 36.05997763995617, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
561,561,7620,I-40/I-85_Alamance_NC_Exit_6,-79.38368754,36.06324575,Alamance,NC,Interstate 40,Exit/Intersection,123000,797.0981696,10,0,1,3,6.718208813,"{'x': -79.38368754044757, 'y': 36.06324575019124, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
562,562,7621,I-40/I-85_Alamance_NC_Exit_7,-79.35317934,36.06867115,Alamance,NC,Interstate 40,Exit/Intersection,117000,384.9134003,6,0,1,5,8.433120424,"{'x': -79.35317933955486, 'y': 36.06867114965388, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
563,563,7622,I-40/I-85_Alamance_NC_Exit_8,-79.31171466,36.06686556,Alamance,NC,Interstate 40,Exit/Intersection,114000,1332.221827,18,0,0,5,10.749417,"{'x': -79.3117146604032, 'y': 36.0668655600976, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
564,564,7623,I-40/I-85_Alamance_NC_Exit_9,-79.29852189,36.06856089,Alamance,NC,Interstate 40,Exit/Intersection,115000,1332.221827,23,0,0,5,11.26793491,"{'x': -79.29852189017305, 'y': 36.06856089007306, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
565,565,7624,I-40/I-85_Alamance_NC_Exit_10,-79.271634,36.0712709,Alamance,NC,Interstate 40,Exit/Intersection,114000,1332.221827,24,0,2,8,9.758331558,"{'x': -79.27163400010897, 'y': 36.07127089993213, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
566,566,7625,I-40/I-85_Orange_NC_Exit_1,-79.22478673,36.079218,Orange,NC,Interstate 40,Exit/Intersection,114000,310.3284464,8,0,2,12,7.14318004,"{'x': -79.22478673012347, 'y': 36.079218000210574, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
567,567,7626,I-40/I-85_Orange_NC_Exit_2,-79.16986425,36.07347329,Orange,NC,Interstate 40,Exit/Intersection,118000,310.3284464,2,2,2,12,4.060206192,"{'x': -79.1698642496354, 'y': 36.07347329016028, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
568,568,7627,I-40/I-85_Orange_NC_Exit_3,-79.15947682,36.07279437,Orange,NC,Interstate 40,Exit/Intersection,121000,636.5679339,2,2,2,12,3.479597615,"{'x': -79.15947682009914, 'y': 36.072794370363965, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
569,569,7628,I-40/I-85_Guilford_NC_Exit_1,-79.66097277,36.05909835,Guilford,NC,Interstate 85,Exit/Intersection,128000,182.918887,5,0,3,6,7.33061765,"{'x': -79.66097277027711, 'y': 36.05909835030866, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
570,570,7629,I-40/I-85_Guilford_NC_Exit_2,-79.60829401,36.06001643,Guilford,NC,Interstate 85,Exit/Intersection,126000,182.918887,7,0,1,6,5.860586154,"{'x': -79.60829401016042, 'y': 36.06001643041401, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
571,571,7630,I-40/I-85_Guilford_NC_Exit_3,-79.56589267,36.06217782,Guilford,NC,Interstate 85,Exit/Intersection,124000,329.1810038,4,1,1,6,3.483058756,"{'x': -79.56589267001067, 'y': 36.062177819650685, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
572,572,7631,I-40/I-85_Alamance_NC_Exit_1,-79.51578952,36.06536721,Alamance,NC,Interstate 85,Exit/Intersection,124000,662.4367436,27,1,1,3,0.688344284,"{'x': -79.51578951967053, 'y': 36.06536721042846, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
573,573,7632,I-40/I-85_Alamance_NC_Exit_2,-79.49807606,36.06740912,Alamance,NC,Interstate 85,Exit/Intersection,133000,662.4367436,45,1,1,3,0.411761602,"{'x': -79.49807605986223, 'y': 36.06740912023474, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
574,574,7633,I-40/I-85_Alamance_NC_Exit_3,-79.46890397,36.06534411,Alamance,NC,Interstate 85,Exit/Intersection,134000,1629.550099,9,1,1,3,1.951594558,"{'x': -79.46890397004216, 'y': 36.06534411044237, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
575,575,7634,I-40/I-85_Alamance_NC_Exit_4,-79.43103813,36.06375338,Alamance,NC,Interstate 85,Exit/Intersection,132000,1256.868097,10,1,1,3,4.067480694,"{'x': -79.43103813040534, 'y': 36.06375337971474, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
576,576,7635,I-40/I-85_Alamance_NC_Exit_5,-79.40022329,36.05997764,Alamance,NC,Interstate 85,Exit/Intersection,132000,1256.868097,31,0,1,3,5.797871573,"{'x': -79.40022329037254, 'y': 36.05997763995617, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
577,577,7636,I-40/I-85_Alamance_NC_Exit_6,-79.38368754,36.06324575,Alamance,NC,Interstate 85,Exit/Intersection,123000,797.0981696,10,0,1,3,6.718208813,"{'x': -79.38368754044757, 'y': 36.06324575019124, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
578,578,7637,I-40/I-85_Alamance_NC_Exit_7,-79.35317934,36.06867115,Alamance,NC,Interstate 85,Exit/Intersection,117000,384.9134003,6,0,1,5,8.433120424,"{'x': -79.35317933955486, 'y': 36.06867114965388, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
579,579,7638,I-40/I-85_Alamance_NC_Exit_8,-79.31171466,36.06686556,Alamance,NC,Interstate 85,Exit/Intersection,114000,1332.221827,18,0,0,5,10.749417,"{'x': -79.3117146604032, 'y': 36.0668655600976, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
580,580,7639,I-40/I-85_Alamance_NC_Exit_9,-79.29852189,36.06856089,Alamance,NC,Interstate 85,Exit/Intersection,115000,1332.221827,23,0,0,5,11.26793491,"{'x': -79.29852189017305, 'y': 36.06856089007306, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
581,581,7640,I-40/I-85_Alamance_NC_Exit_10,-79.271634,36.0712709,Alamance,NC,Interstate 85,Exit/Intersection,114000,1332.221827,24,0,2,8,9.758331558,"{'x': -79.27163400010897, 'y': 36.07127089993213, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
582,582,7641,I-40/I-85_Orange_NC_Exit_1,-79.22478673,36.079218,Orange,NC,Interstate 85,Exit/Intersection,114000,310.3284464,8,0,2,12,7.14318004,"{'x': -79.22478673012347, 'y': 36.079218000210574, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
583,583,7642,I-40/I-85_Orange_NC_Exit_2,-79.16986425,36.07347329,Orange,NC,Interstate 85,Exit/Intersection,118000,310.3284464,2,2,2,12,4.060206192,"{'x': -79.1698642496354, 'y': 36.07347329016028, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
584,584,7643,I-40/I-85_Orange_NC_Exit_3,-79.15947682,36.07279437,Orange,NC,Interstate 85,Exit/Intersection,121000,636.5679339,2,2,2,12,3.479597615,"{'x': -79.15947682009914, 'y': 36.072794370363965, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
585,585,7644,I-85_Orange_NC_Exit_1,-79.10414589,36.05696846,Orange,NC,Interstate 85,Exit/Intersection,55000,636.5679339,24,2,2,13,1.232332066,"{'x': -79.10414589002079, 'y': 36.056968459826635, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
586,586,7645,I-40_Orange_NC_Exit_1,-79.09746494,36.03683998,Orange,NC,Interstate 40,Exit/Intersection,76000,198.7796916,0,2,7,13,2.559563649,"{'x': -79.09746493985506, 'y': 36.03683998038082, 'spatialReference': {'wkid': 4326}}",0.2% Annual Chance Flood Hazard
587,587,7646,I-85_Orange_NC_Exit_2,-79.08239423,36.05885537,Orange,NC,Interstate 85,Exit/Intersection,53000,636.5679339,9,2,5,13,1.335622319,"{'x': -79.08239422960997, 'y': 36.058855369679634, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
588,588,7647,I-85_Orange_NC_Exit_3,-79.01142602,36.03849871,Orange,NC,Interstate 85,Exit/Intersection,53000,165.4947757,0,0,11,16,5.395186299,"{'x': -79.01142601999481, 'y': 36.03849870974773, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
589,589,7648,I-85_Durham_NC_Exit_1,-78.95365249,36.02568999,Durham,NC,Interstate 85,Exit/Intersection,38000,1099.804718,22,5,9,22,3.367883566,"{'x': -78.95365248987048, 'y': 36.0256899896014, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
590,590,7649,I-85_Durham_NC_Exit_2,-78.93558891,36.02861629,Durham,NC,Interstate 85,Exit/Intersection,104000,2285.177804,35,5,9,26,2.776438743,"{'x': -78.93558890960048, 'y': 36.028616290009836, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
591,591,7650,I-85_Durham_NC_Exit_3,-78.9257438,36.02852388,Durham,NC,Interstate 85,Exit/Intersection,104000,2285.177804,36,5,7,26,2.470405161,"{'x': -78.92574380003629, 'y': 36.028523880173, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
592,592,7651,I-85_Durham_NC_Exit_4,-78.90562026,36.02089029,Durham,NC,Interstate 85,Exit/Intersection,98000,2918.004085,42,5,7,26,1.657799666,"{'x': -78.90562025966722, 'y': 36.02089028985506, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
593,593,7652,I-85_Durham_NC_Exit_5,-78.89044899,36.01458577,Durham,NC,Interstate 85,Exit/Intersection,100000,2845.120574,32,3,7,28,1.473684216,"{'x': -78.89044898992893, 'y': 36.01458576981747, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
594,594,7653,I-85_Durham_NC_Exit_6,-78.85113675,36.02562472,Durham,NC,Interstate 85,Exit/Intersection,59000,447.3181559,4,2,5,28,3.617135446,"{'x': -78.85113674996103, 'y': 36.02562472040455, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
595,595,7654,I-85_Durham_NC_Exit_7,-78.84136447,36.03200833,Durham,NC,Interstate 85,Exit/Intersection,53000,447.3181559,4,2,5,27,4.316683188,"{'x': -78.8413644701941, 'y': 36.03200833042018, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
596,596,7655,I-85_Durham_NC_Exit_8,-78.81558417,36.04580673,Durham,NC,Interstate 85,Exit/Intersection,53000,447.3181559,3,0,5,26,6.04550175,"{'x': -78.81558416987349, 'y': 36.04580673019649, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
597,597,7656,I-85_Durham_NC_Exit_9,-78.80890951,36.04984401,Durham,NC,Interstate 85,Exit/Intersection,50000,447.3181559,3,0,3,26,6.510994877,"{'x': -78.80890950956615, 'y': 36.04984400989321, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
598,598,7657,I-85_Durham_NC_Exit_10,-78.79558879,36.05772257,Durham,NC,Interstate 85,Exit/Intersection,50000,447.3181559,1,0,2,26,7.43316712,"{'x': -78.79558879009056, 'y': 36.05772257014053, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
599,599,7658,I-85_Granville_NC_Exit_1,-78.76702185,36.07972735,Granville,NC,Interstate 85,Exit/Intersection,50000,252.5416648,1,0,2,22,9.615761113,"{'x': -78.76702184957867, 'y': 36.07972735013715, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
600,600,7659,I-85_Granville_NC_Exit_2,-78.74580236,36.12040928,Granville,NC,Interstate 85,Exit/Intersection,39000,365.2942242,2,0,0,20,12.33437851,"{'x': -78.74580236029067, 'y': 36.12040928006428, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
601,601,7660,I-85_Granville_NC_Exit_3,-78.72486319,36.14744547,Granville,NC,Interstate 85,Exit/Intersection,36000,870.8568765,18,0,0,6,14.4784156,"{'x': -78.72486318968441, 'y': 36.14744547013237, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
602,602,7661,I-85_Granville_NC_Exit_4,-78.60787174,36.27062706,Granville,NC,Interstate 85,Exit/Intersection,36000,88.0611692,1,0,0,4,10.24861739,"{'x': -78.60787173998875, 'y': 36.27062705959116, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
603,603,7662,I-85_Granville_NC_Exit_5,-78.57989089,36.29584008,Granville,NC,Interstate 85,Exit/Intersection,34000,1081.517329,13,0,4,4,8.13860586,"{'x': -78.57989089035226, 'y': 36.29584008015564, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
604,604,7663,I-85_Granville_NC_Exit_6,-78.54332942,36.31478846,Granville,NC,Interstate 85,Exit/Intersection,36000,140.9067508,3,0,4,4,5.808798349,"{'x': -78.54332942021654, 'y': 36.31478846021929, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
605,605,7664,I-85_Vance_NC_Exit_1,-78.49054091,36.32082349,Vance,NC,Interstate 85,Exit/Intersection,36000,122.4172156,1,4,4,4,2.863199103,"{'x': -78.49054091043462, 'y': 36.32082349031185, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
606,606,7665,I-85_Vance_NC_Exit_2,-78.44914323,36.32700838,Vance,NC,Interstate 85,Exit/Intersection,35000,1189.448723,28,4,4,4,0.656587548,"{'x': -78.44914322987614, 'y': 36.32700837983293, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
607,607,7666,I-85_Vance_NC_Exit_3,-78.43706802,36.33414948,Vance,NC,Interstate 85,Exit/Intersection,35000,1189.448723,31,4,4,4,0.286418533,"{'x': -78.43706802017294, 'y': 36.3341494798147, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
608,608,7667,I-85_Vance_NC_Exit_4,-78.41069113,36.34009226,Vance,NC,Interstate 85,Exit/Intersection,32000,1813.760362,13,4,4,4,1.794878194,"{'x': -78.41069113029141, 'y': 36.34009226014973, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
609,609,7668,I-85_Vance_NC_Exit_5,-78.39339934,36.34780556,Vance,NC,Interstate 85,Exit/Intersection,23000,470.4932678,10,4,4,4,2.866804959,"{'x': -78.39339934010741, 'y': 36.3478055600786, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
610,610,7669,I-85_Vance_NC_Exit_6,-78.37436526,36.36166158,Vance,NC,Interstate 85,Exit/Intersection,22000,470.4932678,3,4,4,4,4.214551676,"{'x': -78.37436526004865, 'y': 36.36166158031773, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
611,611,7670,I-85_Vance_NC_Exit_7,-78.33821917,36.3932142,Vance,NC,Interstate 85,Exit/Intersection,27000,90.22925992,2,0,4,4,7.063422621,"{'x': -78.3382191696789, 'y': 36.3932141998755, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
612,612,7671,I-85_Warren_NC_Exit_1,-78.29556464,36.43080218,Warren,NC,Interstate 85,Exit/Intersection,26000,62.40533518,1,0,0,4,10.52303171,"{'x': -78.29556463979623, 'y': 36.43080217957697, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
613,613,7672,I-85_Warren_NC_Exit_2,-78.26617581,36.45473393,Warren,NC,Interstate 85,Exit/Intersection,26000,62.40533518,0,0,0,4,12.83632543,"{'x': -78.2661758097658, 'y': 36.45473392972713, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
614,614,7673,I-85_Warren_NC_Exit_3,-78.23101,36.48473332,Warren,NC,Interstate 85,Exit/Intersection,26000,62.40533518,1,0,0,4,15.67002053,"{'x': -78.23101000021131, 'y': 36.48473332028658, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
615,615,7674,I-85_Warren_NC_Exit_4,-78.19092185,36.53469434,Warren,NC,Interstate 85,Exit/Intersection,25000,62.40533518,1,0,0,4,19.65093331,"{'x': -78.19092185036305, 'y': 36.53469433997185, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
616,616,7675,I-40_Orange_NC_Exit_2,-79.08383943,36.00915424,Orange,NC,Interstate 40,Exit/Intersection,79000,276.1725756,0,2,7,17,4.531793458,"{'x': -79.08383943024546, 'y': 36.00915423967649, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
617,617,7676,I-40_Orange_NC_Exit_3,-79.06283476,35.9711751,Orange,NC,Interstate 40,Exit/Intersection,79000,2439.806471,13,2,11,17,4.252573177,"{'x': -79.06283476021599, 'y': 35.97117509985105, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
618,618,7677,I-40_Durham_NC_Exit_1,-78.99877795,35.95084602,Durham,NC,Interstate 40,Exit/Intersection,99000,1370.256328,23,7,11,29,2.386144587,"{'x': -78.99877795024219, 'y': 35.95084602032762, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
619,619,7678,I-40_Durham_NC_Exit_2,-78.98200662,35.91296719,Durham,NC,Interstate 40,Exit/Intersection,126000,616.5239289,6,7,11,30,1.460436138,"{'x': -78.98200662020929, 'y': 35.912967189983874, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
620,620,7679,I-40_Durham_NC_Exit_3,-78.95997987,35.90397846,Durham,NC,Interstate 40,Exit/Intersection,124000,1898.049634,16,7,13,30,0.2728398,"{'x': -78.95997986977511, 'y': 35.90397845983813, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
621,621,7680,I-40_Durham_NC_Exit_4,-78.93568147,35.90875772,Durham,NC,Interstate 40,Exit/Intersection,132000,1898.049634,50,7,14,30,1.552659778,"{'x': -78.93568146962406, 'y': 35.90875771979296, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
622,622,7681,I-40_Durham_NC_Exit_5,-78.89408479,35.90689045,Durham,NC,Interstate 40,Exit/Intersection,138000,1456.234764,41,4,14,30,3.20131389,"{'x': -78.89408478978118, 'y': 35.90689045023413, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
623,623,7682,I-40_Durham_NC_Exit_6,-78.8602538,35.89449548,Durham,NC,Interstate 40,Exit/Intersection,170000,0.0,4,4,20,31,3.037272924,"{'x': -78.86025379987291, 'y': 35.89449548028222, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
624,624,7683,I-40_Durham_NC_Exit_7,-78.84809866,35.89028679,Durham,NC,Interstate 40,Exit/Intersection,190000,954.7878576,18,5,20,31,3.323160542,"{'x': -78.84809866022493, 'y': 35.890286789803554, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
625,625,7684,I-40_Durham_NC_Exit_8,-78.8394512,35.8817391,Durham,NC,Interstate 40,Exit/Intersection,195000,954.7878576,20,5,23,31,3.045559793,"{'x': -78.83945120031262, 'y': 35.88173909977968, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
626,626,7685,I-40_Wake_NC_Exit_1,-78.81468008,35.86141569,Wake,NC,Interstate 40,Exit/Intersection,156000,168.9105169,20,5,20,29,1.137659444,"{'x': -78.81468007962195, 'y': 35.861415689582486, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
627,627,7686,I-40_Wake_NC_Exit_2,-78.79846579,35.85006339,Wake,NC,Interstate 40,Exit/Intersection,174000,168.9105169,5,3,20,29,0.410382579,"{'x': -78.79846578966442, 'y': 35.850063390013474, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
628,628,7687,I-40_Wake_NC_Exit_3,-78.76331232,35.83141703,Wake,NC,Interstate 40,Exit/Intersection,181000,900.477657,17,11,18,29,2.466754406,"{'x': -78.76331231970772, 'y': 35.83141703017185, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
629,629,7688,I-40_Wake_NC_Exit_4,-78.74509231,35.79214352,Wake,NC,Interstate 40,Exit/Intersection,107000,1048.220401,9,5,18,29,0.378877226,"{'x': -78.74509230956238, 'y': 35.792143520407194, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
630,630,7689,I-40_Wake_NC_Exit_5,-78.74870808,35.78002811,Wake,NC,Interstate 40,Exit/Intersection,123000,3603.553898,22,4,18,29,0.868568474,"{'x': -78.74870807971405, 'y': 35.78002811010924, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
631,631,7690,US-64_Wake_NC_Exit_1,-78.74530822,35.76174288,Wake,NC,U.S. Highway 64,Exit/Intersection,126000,2207.798301,48,4,16,27,1.968138232,"{'x': -78.74530821969853, 'y': 35.761742880229804, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
632,632,7691,I-40_Wake_NC_Exit_6,-78.70714751,35.75197957,Wake,NC,Interstate 40,Exit/Intersection,127000,4120.154581,4,3,17,22,2.27352735,"{'x': -78.70714751034927, 'y': 35.75197957030099, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
633,633,7692,I-40_Wake_NC_Exit_7,-78.66532096,35.75717611,Wake,NC,Interstate 40,Exit/Intersection,128000,2058.677055,13,3,16,22,1.395075212,"{'x': -78.6653209601941, 'y': 35.75717611028932, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
634,634,7693,I-40_Wake_NC_Exit_8,-78.64890108,35.75296816,Wake,NC,Interstate 40,Exit/Intersection,116000,2058.677055,14,1,14,20,2.207898926,"{'x': -78.64890107982092, 'y': 35.75296815995267, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
635,635,7694,I-40_Wake_NC_Exit_9,-78.63555756,35.75365315,Wake,NC,Interstate 40,Exit/Intersection,116000,2058.677055,16,1,13,20,2.780709377,"{'x': -78.6355575598335, 'y': 35.753653150172795, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
636,636,7695,I-40_Wake_NC_Exit_10,-78.61271303,35.75765097,Wake,NC,Interstate 40,Exit/Intersection,111000,4064.586809,8,3,13,20,3.840500863,"{'x': -78.61271302978247, 'y': 35.75765097031609, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
637,637,7696,US-64_Wake_NC_Exit_2,-78.57409974,35.76784859,Wake,NC,U.S. Highway 64,Exit/Intersection,90000,2466.606143,7,2,13,20,2.327330354,"{'x': -78.57409974021078, 'y': 35.76784858984058, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
638,638,7697,US-64_Wake_NC_Exit_3,-78.56072032,35.77750609,Wake,NC,U.S. Highway 64,Exit/Intersection,90000,1383.158236,2,2,11,20,1.566227814,"{'x': -78.56072032018659, 'y': 35.77750609003408, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
639,639,7698,US-64_Wake_NC_Exit_4,-78.52158926,35.76851238,Wake,NC,U.S. Highway 64,Exit/Intersection,90000,1176.186682,0,2,5,18,3.159483715,"{'x': -78.52158926033604, 'y': 35.768512380342145, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
640,640,7699,US-64_Wake_NC_Exit_5,-78.46501378,35.76748098,Wake,NC,U.S. Highway 64,Exit/Intersection,69000,866.4332746,0,0,2,17,5.908659591,"{'x': -78.46501378006184, 'y': 35.76748098026309, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
